original_url,im_url,im_id,crop_box,crop_box_concept,im_name,im_description,labels,concepts,boxes,optional,box_statuses,box_sources,box_reasons,issue_types
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301053848001_5_860ceb5a-8339-4108-a096-0dc6fed83c85.jpg?v=1765946272,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/aad910159d9b193e.jpg?se=2026-08-22T08%3A20%3A10Z&sp=r&sv=2026-06-06&sr=b&sig=n%2BOuxQH8HHVfqQCgrNAZb0DkZ7S%2BkWcHXBC80i2oB1I%3D,edb737a6839b4be9,,,Classic Comet Solitaire Lab Diamond Stud Earring,,,"earring,outerwear","[475,270,536,327],[0,385,764,1021]","true,true","fp_incorrect,no_issue","model,model","[""must_include_category"", ""must_include_category""]","precision,no_issue"
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061015001_1.jpg?v=1775221335,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f806dc1a59c8a147.jpg?se=2026-08-22T08%3A20%3A10Z&sp=r&sv=2026-06-06&sr=b&sig=zkqhfew3PJX4iHuIeHKHC1qYaJAr1Q3%2ByOqZu1qg0oo%3D,da17fa788f019c67,,,Lab Diamond Drop Earrings,,,earring,"[315,434,387,536]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/WSPOMEJEWELLERTY_BR_2025_04_1812969.jpg?v=1766396457,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f135394d0c9557d5.jpg?se=2026-08-22T08%3A20%3A10Z&sp=r&sv=2026-06-06&sr=b&sig=8rz9WZYRB04wUf7HFgvpXyeezQt9qpGp9FBjbtJa2BM%3D,7a5c24a5d07183f1,,,Gold Multilayer Rose V Ring,,,ring,"[191,357,296,443]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301053846001_4.jpg?v=1765946158,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/a8682316688aa6ff.jpg?se=2026-08-22T08%3A20%3A10Z&sp=r&sv=2026-06-06&sr=b&sig=RWd6F6KVixgprEKiQTszAQZDAEROa7MOyboNOob2HF8%3D,15155ef72e552022,,,Classic Lab Diamond Tennis Bracelet,,,"bracelet,necklace,earring","[308,707,677,823],[17,440,346,1023],[36,154,97,222]","true,true,true","fp_incorrect,fp_incorrect,fp_incorrect","model,model,model","[""must_include_category"", ""must_include_category"", ""must_include_category""]","precision,precision,precision"
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/WSPOMEJEWELLERTY_BR_2025_04_1813219_d4dc81c5-41f2-497d-a1ed-eed3aade6811.jpg?v=1766396361,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/7ba040172cd668c5.jpg?se=2026-08-22T08%3A20%3A10Z&sp=r&sv=2026-06-06&sr=b&sig=//Sl6r1fxW8AnwDM4ro6HX%2B8fZeBASfV7u5BmqkUTYQ%3D,84b5c4be3b64bb62,,,Gold Floral Solitaire Ring,,,ring,"[346,490,452,564]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301028721001_4.jpg?v=1766388813,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/a457b59f6f371e51.jpg?se=2026-08-22T08%3A20%3A10Z&sp=r&sv=2026-06-06&sr=b&sig=bOiRiGtGZBLvwbqztWlipw/SoYrXvEff2pQkhP2eyEs%3D,808f825bcb86e50a,,,Sculpted Lab Diamond Ring,,,ring,"[446,613,521,695]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301046981001_4.jpg?v=1766388591,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/96433edb24a53a22.jpg?se=2026-08-22T08%3A20%3A10Z&sp=r&sv=2026-06-06&sr=b&sig=RwMRIebRpndZy7cMJEo2r1MhmvetQhYD1gg7S6b/Qrc%3D,45381cd30d146d69,,,Emerald Cut Half Eternity Gold Plated Lab Diamond Ring,,,necklace,"[201,227,661,611]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061014001_1.jpg?v=1775221333,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/7a4fc9de8d8f6726.jpg?se=2026-08-22T08%3A20%3A10Z&sp=r&sv=2026-06-06&sr=b&sig=STkMfmEUsSC5uiIsxwi2QldlHeCWFfmCZ1jotIfY6pE%3D,3ee167894d25d1f6,,,Oval Halo Lab Diamond Stud Earrings,,,earring,"[559,309,642,396]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301046984003_4_a1440284-87bc-4757-b772-313659e8ec6b.jpg?v=1766385208,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/3393a9f87b1bd205.jpg?se=2026-08-22T08%3A20%3A10Z&sp=r&sv=2026-06-06&sr=b&sig=css3SxFpFD%2ByqOV7Clj%2B3nToy82HFucfcQfsT%2BYVW4o%3D,3f7e82001d1d3503,,,Halo Flower-Style Lab Diamond Solitaire Ring,,,ring,"[419,599,555,696]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/POMELLODAY115369_9550fee8-0615-4c40-af67-5a59bcd1da87.jpg?v=1766143708,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/ddcd93c679403d3a.jpg?se=2026-08-22T08%3A20%3A10Z&sp=r&sv=2026-06-06&sr=b&sig=SteyPXtt8zqqwXB0PWCyrBzXd4cDcUUenr8QCoHBHso%3D,64467c3f83573948,,,Edgy Lab Diamond Solitaire Ring,,,"ring,ring","[232,487,339,648],[500,846,642,966]","true,true","fp_incorrect,fp_incorrect","model,model","[""must_include_category"", ""must_include_category""]","precision,precision"
